accepted_name,genus,family,order,guild,n_occurrences
Diabolocornis simonsi,Diabolocornis,Palaeomerycidae,Artiodactyla,herbivore,1
Plesiosorex greeni,Plesiosorex,Plesiosoricidae,NO_ORDER_SPECIFIED,other,1
Phenacocoelus typus,Phenacocoelus,Merycoidodontidae,Artiodactyla,herbivore,1
Daeodon shoshonensis,Daeodon,Entelodontidae,Artiodactyla,herbivore,1
Daphoenodon (Borocyon) neomexicanus,Daphoenodon (Borocyon),Amphicyonidae,Carnivora,predator,1
Daphoenodon skinneri,Daphoenodon,Amphicyonidae,Carnivora,predator,1
Delotrochanter major,Delotrochanter,Amphicyonidae,Carnivora,predator,1
Platybelodon barnumbrowni,Platybelodon,Gomphotheriidae,Proboscidea,herbivore,1
Platygonus oregonensis,Platygonus,Tayassuidae,Artiodactyla,herbivore,1
Platygonus rex,Platygonus,Tayassuidae,Artiodactyla,herbivore,1
Pleiolama,Pleiolama,Camelidae,Artiodactyla,herbivore,1
Pleiolama mckennai,Pleiolama,Camelidae,Artiodactyla,herbivore,1
Cynomys,Cynomys,Sciuridae,Rodentia,herbivore,1
Daeodon,Daeodon,Entelodontidae,Artiodactyla,herbivore,1
Onychomys martini,Onychomys,Cricetidae,Rodentia,herbivore,1
Oregonomys sargenti,Oregonomys,Heteromyidae,Rodentia,herbivore,1
Oreodontoides curtus,Oreodontoides,Merycoidodontidae,Artiodactyla,herbivore,1
Oreodontoides oregonensis,Oreodontoides,Merycoidodontidae,Artiodactyla,herbivore,1
Ocajila,Ocajila,Erinaceidae,NO_ORDER_SPECIFIED,other,1
Ocajila macdonaldi,Ocajila,Erinaceidae,NO_ORDER_SPECIFIED,other,1
Ogmodontomys pipecreekensis,Mimomys (Ogmodontomys),Cricetidae,Rodentia,herbivore,1
Oklahomalagus whisenhunti,Oklahomalagus,Ochotonidae,Lagomorpha,herbivore,1
Oligobunis crassivultus,Oligobunis,Mustelidae,Carnivora,predator,1
Nothokemas hidalgensis,Nothokemas,Camelidae,Artiodactyla,herbivore,1
Edaphocyon lautus,Edaphocyon,Procyonidae,Carnivora,predator,1
Notolagus lepusculus,Notolagus,Leporidae,Lagomorpha,herbivore,1
Nototamias hulberti,Nototamias,Sciuridae,Rodentia,herbivore,1
Nimravides hibbardi,Nimravides,Felidae,Carnivora,predator,1
Ninoziphius platyrostris,Ninoziphius,Ziphiidae,Cetacea,other,1
Noritrimylus dakotensis,Noritrimylus,Soricidae,NO_ORDER_SPECIFIED,other,1
Nothocyon geismarianus,Nothocyon,NO_FAMILY_SPECIFIED,Carnivora,predator,1
Nothokemas,Nothokemas,Camelidae,Artiodactyla,herbivore,1
Palaeogale sectoria,Palaeogale,Palaeogalidae,Carnivora,predator,1
Paleoparadoxia,Paleoparadoxia,Paleoparadoxiidae,Desmostyloidea,other,1
Parablastomeryx floridanus,Parablastomeryx,Moschidae,Artiodactyla,herbivore,1
Notiosorex,Notiosorex,Soricidae,NO_ORDER_SPECIFIED,other,1
Gnathabelodon thorpei,Gnathabelodon,Gomphotheriidae,Proboscidea,herbivore,1
Gomphotherium euhypodon,Gomphotherium,Gomphotheriidae,Proboscidea,herbivore,1
Goniodelphis,Goniodelphis,Iniidae,Cetacea,other,1
Gregorymys douglassi,Gregorymys,Entoptychidae,Rodentia,herbivore,1
Gaillardia,Gaillardia,Talpidae,NO_ORDER_SPECIFIED,other,1
Galushaceras levellorum,Galushaceras,Rhinocerotidae,Perissodactyla,herbivore,1
Galushamys redingtonensis,Galushamys,Cricetidae,Rodentia,herbivore,1
Gentilicamelus cameloides,Gentilicamelus,Camelidae,Artiodactyla,herbivore,1
Gentilicamelus sternbergi,Gentilicamelus,Camelidae,Artiodactyla,herbivore,1
Geomys adamsi,Geomys,Geomyidae,Rodentia,herbivore,1
Ontocetus emmonsi,Ontocetus,Odobenidae,Carnivora,marine_predator_excluded,1
Floridictis kerneri,Floridictis,Mustelidae,Carnivora,predator,1
Floridictis petersoni,Floridictis,Mustelidae,Carnivora,predator,1
Floridopteryx poyeri,Floridopteryx,Emballonuridae,Chiroptera,other,1
Fossorcastor greeni,Fossorcastor,Castoridae,Rodentia,herbivore,1
Neotoma (Paraneotoma) minutus,Neotoma (Paraneotoma),Cricetidae,Rodentia,herbivore,1
Neurotrichus,Neurotrichus,Talpidae,NO_ORDER_SPECIFIED,other,1
Nexuotapirus robustus,Nexuotapirus,Tapiridae,Perissodactyla,herbivore,1
Floridameryx klausi,Floridameryx,Gelocidae,Artiodactyla,herbivore,1
Oligobunis floridanus,Oligobunis,Mustelidae,Carnivora,predator,1
Oligotheriomys senrudi,Oligotheriomys,Castoridae,Rodentia,herbivore,1
Geomys bisulcatus,Geomys,Geomyidae,Rodentia,herbivore,1
Paracynarctus,Paracynarctus,Canidae,Carnivora,predator,1
Eporeodon (Paraeporeodon) pacificus,Eporeodon,Merycoidodontidae,Artiodactyla,herbivore,1
Eporeodon occidentalis,Eporeodon,Merycoidodontidae,Artiodactyla,herbivore,1
Eporeodon pacificus,Eporeodon,Merycoidodontidae,Artiodactyla,herbivore,1
Equus,Equus,Equidae,Perissodactyla,herbivore,1
Parabrachypsalis,Parabrachypsalis,Mustelidae,Carnivora,predator,1
Parabrachypsalis janisae,Parabrachypsalis,Mustelidae,Carnivora,predator,1
Paracamelus,Paracamelus,Camelidae,Artiodactyla,herbivore,1
Paracosoryx dawesensis,Paracosoryx,Antilocapridae,Artiodactyla,herbivore,1
Edaphocyon palmeri,Edaphocyon,Procyonidae,Carnivora,predator,1
Paciculus,Paciculus,Cricetidae,Rodentia,herbivore,1
Enaliarctos emlongi,Enaliarctos,NO_FAMILY_SPECIFIED,Carnivora,predator,1
Enhydrocyon basilatus,Enhydrocyon,Canidae,Carnivora,predator,1
Enhydrocyon pahinsintewakpa,Enhydrocyon,Canidae,Carnivora,predator,1
Entoptychus,Entoptychus,Entoptychidae,Rodentia,herbivore,1
Entoptychus individens,Entoptychus,Entoptychidae,Rodentia,herbivore,1
Parapliohippus,Parapliohippus,Equidae,Perissodactyla,herbivore,1
Parapliosaccomys,Parapliosaccomys,Geomyidae,Rodentia,herbivore,1
Domninoides knoxjonesi,Domninoides,Talpidae,NO_ORDER_SPECIFIED,other,1
Dyseohyus,Dyseohyus,Tayassuidae,Artiodactyla,herbivore,1
Edaphocyon,Edaphocyon,Procyonidae,Carnivora,predator,1
Edaphocyon pointblankensis,Edaphocyon,Procyonidae,Carnivora,predator,1
Paciculus montanus,Paciculus,Cricetidae,Rodentia,herbivore,1
Paenemarmota,Paenemarmota,Sciuridae,Rodentia,herbivore,1
Paenemarmota mexicana,Paenemarmota,Sciuridae,Rodentia,herbivore,1
Palaeocastor nebrascensis,Palaeocastor,Castoridae,Rodentia,herbivore,1
Osbornodon,Osbornodon,Canidae,Carnivora,predator,1
Osbornodon brachypus,Osbornodon,Canidae,Carnivora,predator,1
Ottoceros peacevalleyensis,Ottoceros,Antilocapridae,Artiodactyla,herbivore,1
Oxydactylus campestris,Oxydactylus,Camelidae,Artiodactyla,herbivore,1
Oxydactylus wyomingensis,Oxydactylus,Camelidae,Artiodactyla,herbivore,1
Oreolagus wallacei,Oreolagus,Ochotonidae,Lagomorpha,herbivore,1
Paracryptotis rex,Paracryptotis,Soricidae,NO_ORDER_SPECIFIED,other,1
Orycterocetus,Orycterocetus,Physeteridae,Cetacea,other,1
Osbornoceros,Osbornoceros,Antilocapridae,Artiodactyla,herbivore,1
Euroxenomys inconnexus,Euroxenomys,Castoridae,Rodentia,herbivore,1
Farangimys megalotrogos,Farangimys,NO_FAMILY_SPECIFIED,Rodentia,herbivore,1
Felis maximus,Felis,Felidae,Carnivora,predator,1
Paradaphoenus,Paradaphoenus,Amphicyonidae,Carnivora,predator,1
Eucyon skinneri,Eucyon,Canidae,Carnivora,predator,1
Euhapsis breugerorum,Euhapsis,Castoridae,Rodentia,herbivore,1
Euoplocyon spissidens,Euoplocyon,Canidae,Carnivora,predator,1
Eurhinodelphis,Eurhinodelphis,Eurhinodelphinidae,Cetacea,other,1
Oreolagus wilsoni,Oreolagus,Ochotonidae,Lagomorpha,herbivore,1
